n,sparsity,seed,solution_lowest,value_lowest,solution_most,value_most,annealer_tte
229,1.0,222,1001000101100110010000101011110100011010000010000001011110111101001111011010010010110111010011011100110000010100010100000101010101010101011100000100110111100101101011111001000000011010010010101001011011001101101110000010001001110,-5903.09,1001000101100110010000101011110100011010000010000001011110111101001111011010010010110111010011011100110000010100010100000101010101010101011100000100110111100101101011111001000000011010010010101001011011001101101110000010001001110,-5903.09,11.5152
230,1.0,222,11111101010000011011101100100111111011100101101001001000111101110100001101110101001101111000111000011010001100110110000101100011110101001100011110110000001111010010010001111111110001101010000101101010010011001110111010001010000100,-5896.94,11111101010000011011101100100111111011100101101001001000111101110100001101110101001101111000111000011010001100110110000101100011110101001100011110110000001111010010010001111111110001101010000101101010010011001110111010001010000100,-5896.94,8.7632
231,1.0,222,110111101111001010000101111001101011011000010110111110010101100111110100110110000000001010111001101011000111100001100010100011110110001100111101101010001111110100111010011111000110101111011111101101100101010001000110100101101010100,-5899.81,110111101111001010000101111001101011011000010110111110010101100111110100110110000000001010111001101011000111100001100010100011110110001100111101101010001111110100111010011111000110101111011111101101100101010001000110100101101010100,-5899.81,9.2367
232,1.0,222,1011000100111110010000100011110100011011010100010100110100111101001111011000011110110111000010101100000000100100010110000101010011010111110100100000010110110011010110101101000001100100001000111101111010110011101101101010101101100111,-5968.35,1011000100111110010000100011110100011011010100010100110100111101001111011000011110110111000010101100000000100100010110000101010011010111110100100000010110110011010110101101000001100100001000111101111010110011101101101010101101100111,-5968.35,9.6738
233,1.0,222,00011100110000101000011010100010110101110100110011011010000101001101001101001100001000000011000011011101000000011001110101101111011111110011100000001000101010110011011101111100001110101010110100110011100011110001000101010100110011011,-6054.1,00011100110000101000011010100010110101110100110011011010000101001101001101001100001000000011000011011101000000011001110101101111011111110011100000001000101010110011011101111100001110101010110100110011100011110001000101010100110011011,-6054.1,9.1771
234,1.0,222,111111010000111001010110101001101000011101011101100101110001010111110111000101100011100101111100011001010110100101011111100101001111000100010010000101001010001110110111100101000011100011011110011001000100000110000011110010000010111100,-6049.23,111111010000111001010110101001101000011101011101100101110001010111110111000101100011100101111100011001010110100101011111100101001111000100010010000101001010001110110111100101000011100011011110011001000100000110000011110010000010111100,-6049.23,10.3265
235,1.0,222,0100110101111101001011101000010011010101101111001100101000101110110001011010011000111010000100100101101010100010110111101110100100011010111111001110101101011000011110010010100111010010100110010011101111001101100101101100001011110011110,-6073.4,0100110101111101001011101000010011010101101111001100101000101110110001011010011000111010000100100101101010100010110111101110100100011010111111001110101101011000011110010010100111010010100110010011101111001101100101101100001011110011110,-6073.4,9.2719
236,1.0,222,10110111001111100001000101111110011010100100001010110001110110010101010010010010100010101111110110000100110111011110100001001100111011010001001110010101101001111001011001010010011010011000110001010100011101011000111001011011000011110000,-6082.58,10110111001111100001000101111110011010100100001010110001110110010101010010010010100010101111110110000100110111011110100001001100111011010001001110010101101001111001011001010010011010011000110001010100011101011000111001011011000011110000,-6082.58,9.0948
237,1.0,222,110011001001111000010011010000001110110010111011010110000100110001010100100110111010110000001101011001011101110100100111100011001011100101110101001011001001001000110111011010100010110001011101011001111001001101101000110110010011001101111,-6087.63,110011001001111000010011010000001110110010111011010110000100110001010100100110111010110000001101011001011101110100100111100011001011100101110101001011001001001000110111011010100010110001011101011001111001001101101000110110010011001101111,-6087.63,9.2871
238,1.0,222,1110010011100111101101110000100000100000000101011100101011101111111100100111000101101001110011011010101010111110101000010000101100000100100111110000001100001010110111100011011001010110011011011000001010001101101100101100001001100110001111,-6101.89,1110010011100111101101110000100000100000000101011100101011101111111100100111000101101001110011011010101010111110101000010000101100000100100111110000001100001010110111100011011001010110011011011000001010001101101100101100001001100110001111,-6101.89,13.125
239,1.0,222,11100000111001111010011000001000011100000001010111011010111011111011110001100001001011010101110000111011101110100010010100100011000010001001001100000010000111101101001000111100010101100010110110010000101011001011001111000010011101110011111,-6066.78,11100000111001111010011000001000011100000001010111011010111011111011110001100001001011010101110000111011101110100010010100100011000010001001001100000010000111101101001000111100010101100010110110010000101011001011001111000010011101110011111,-6066.78,10.7475
240,1.0,222,111101001111010111100111000011110111000010010100100001001110111011100010111111000110001001100011101000100011111101101110001110110100110011011111100101010111001111000111110010100111010010000000110111000001011110110001111101011001001010100101,-6134.34,111101001111010111100111000011110111000010010100100001001110111011100010111111000110001001100011101000100011111101101110001110110100110011011111100101010111001111000111110010100111010010000000110111000001011110110001111101011001001010100101,-6134.34,13.8452
241,1.0,222,0001101100101000000100000101000110101100111010110011101101101001000010010000011111001111100111011101111111011010100010110100111001001011101100000100101110100001110010100111010000001011110001010011001110111101010001100001001111010000010001110,-6140.7,0001101100101000000100000101000110101100111010110011101101101001000010010000011111001111100111011101111111011010100010110100111001001011101100000100101110100001110010100111010000001011110001010011001110111101010001100001001111010000010001110,-6140.7,11.0048
242,1.0,222,01011101010000001001010101000001111001111001111011000110011101110101010100010111101000100010001101000001100001100010101011111101010010110110101111001011101000001100101111100100010111000110101111001111000111110001000100010110111110111110000001,-6169.04,01011101010000001001010101000001111001111001111011000110011101110101010100010111101000100010001101000001100001100010101011111101010010110110101111001011101000001100101111100100010111000110101111001111000111110001000100010110111110111110000001,-6169.04,9.3799
243,1.0,222,010111110101100110110110110001011111011101011101101001000001011101010011100100011010001010101011110001001000001100111100111110010111111000100011111010010110001001001010110101000111100000010001110011110000110100011101000001001101101101100001101,-6143.91,010111110101100110110110110001011111011101011101101001000001011101010011100100011010001010101011110001001000001100111100111110010111111000100011111010010110001001001010110101000111100000010001110011110000110100011101000001001101101101100001101,-6143.91,13.1726
