n,sparsity,seed,solution_most,value_most,solution_lowest,value_lowest,annealer_tte
310,1.0,111,1000001110101110111110101100000110110111101110101100001001001010110111111000111110010101000000110000000111100010000001001001001111001110101010110001010001010100001001000110010101101100011001011110000100101000001011111100110010111110010010100100101011000101100110000111101011001000100010011101011011111100011001,-7936.37,1000001110101110111110101100000110110111101110101100001001001010110111111000111110010101000000110000000111100010000001001001001111001110101010110001010001010100001001000110010101101100011001011110000100101000001011111100110010111110010010100100101011000101100110000111101011001000100010011101011011111100011001,-7936.37,11.4361
311,1.0,111,01111001010100000110010010111010010010011000110110111100110101100111101001000001110001110110011001011100011110010111000111101001001111100100011111001110110101001101101010000000100110101101100111010001011101111100000100010101010001010000010110110111000110011000111100011000001011111011001001001100011010101100111,-7985.02,01111001010100000110010010111010010010011000110110111100110101100111101001000001110001110110011001011100011110010111000111101001001111100100011111001110110101001101101010000000100110101101100111010001011101111100000100010101010001010000010110110111000110011000111100011000001011111011001001001100011010101100111,-7985.02,10.5565
312,1.0,111,010001010111001011010110010001011011001011000111010101011010101110110001101100000110111001000011101010101001110000000111111110101110100001010110001111010100101010000001000111100001110111110011100000111001100000001101100000100110101001111010000101000000100101001111001101010101001101010101011011001010110101101011,-8034.4,010001010111001011010110010001011011001011000111010101011010101110110001101100000110111001000011101010101001110000000111111110101110100001010110001111010100101010000001000111100001110111110011100000111001100000001101100000100110101001111010000101000000100101001111001101010101001101010101011011001010110101101011,-8034.4,10.6179
313,1.0,111,1000011000100111110110110100010000110110111101000100000010100011001100111010110101100000011100111010000110000110010001100101001111111110001100100010010101010011000011000000111101101011000101110001011011000001011111001011111001011010000100100010010010000000011011111110000011001000010101000100001111101011011011001,-8076.07,1000011000100111110110110100010000110110111101000100000010100011001100111010110101100000011100111010000110000110010001100101001111111110001100100010010101010011000011000000111101101011000101110001011011000001011111001011111001011010000100100010010010000000011011111110000011001000010101000100001111101011011011001,-8076.07,14.5605
314,1.0,111,01111101110111000110010010110010010000011100101010111100111011110101001101110001101111110110000011111100011110011111000010101001101111001100111111011100010111011111001111010000100110011010001010110001001111111001001101100101111011001011111110011010001000111011100100000001001001111010101101001100011101011010011100,-8004.17,01111101110111000110010010110010010000011100101010111100111011110101001101110001101111110110000011111100011110011111000010101001101111001100111111011100010111011111001111010000100110011010001010110001001111111001001101100101111011001011111110011010001000111011100100000001001001111010101101001100011101011010011100,-8004.17,8.1556
315,1.0,111,100001110010101110111010110010000011111010001111111010011111001000011101001111101110010000100111001000101110011001001101110100111101001000000010001011000101110100101000011000010111101001110010011111011010110101111101111111100011111110111000001001111100110100101010010000100101101000110001011000111001111011101100101,-8165.1,100001110010101110111010110010000011111010001111111010011111001000011101001111101110010000100111001000101110011001001101110100111101001000000010001011000101110100101000011000010111101001110010011111011010110101111101111111100011111110111000001001111100110100101010010000100101101000110001011000111001111011101100101,-8165.1,10.5108
316,1.0,111,1010000010001011101010111100001000010111110101000101101001000000100100111010010101111001001110101100111101100010110110100010110000110011111101011101111001101000010100110000101000100001111011110111100001001111000100100101100111111010000110010011011010011000101101010001111110101111010000101100001101010101000111010110,-8131.48,1010000010001011101010111100001000010111110101000101101001000000100100111010010101111001001110101100111101100010110110100010110000110011111101011101111001101000010100110000101000100001111011110111100001001111000100100101100111111010000110010011011010011000101101010001111110101111010000101100001101010101000111010110,-8131.48,10.0638
317,1.0,111,10111000100001000110101011100000011001010010111101001000010100000000101110101001110010001110010100011110111100111111100100000000001111001000011010101010001111010110000100110000001101000100011110110111110100001001001010111101010011001000011001010111100000001011001110000100100111011001011110110010100111110110110101100,-8236.21,10111000100001000110101011100000011001010010111101001000010100000000101110101001110010001110010100011110111100111111100100000000001111001000011010101010001111010110000100110000001101000100011110110111110100001001001010111101010011001000011001010111100000001011001110000100100111011001011110110010100111110110110101100,-8236.21,12.868
318,1.0,111,110001100101011010000101000101111101101110011010110101101011010100110011101111000100011101010100101001001101100000010000001010110110010111011010100001111110011011111111100010011111000111111001000010000111011111111001111100011111011101111000101110010001000011000000011010010010000000001000010111100100001011100011100100,-8218.38,110001100101011010000101000101111101101110011010110101101011010100110011101111000100011101010100101001001101100000010000001010110110010111011010100001111110011011111111100010011111000111111001000010000111011111111001111100011111011101111000101110010001000011000000011010010010000000001000010111100100001011100011100100,-8218.38,15.8625
319,1.0,111,0100011001011100110000000001011110010010010101001011011100100111111101000100111110110111000010101011010110001110000000101111101101001111011011010111000010011010111111011000111111100011111110100010001000110111001110011101001100111011011110001110110001110101010011100111101101110000010011001000100010100000000111010100110,-8331.17,0100011001011100110000000001011110010010010101001011011100100111111101000100111110110111000010101011010110001110000000101111101101001111011011010111000010011010111111011000111111100011111110100010001000110111001110011101001100111011011110001110110001110101010011100111101101110000010011001000100010100000000111010100110,-8331.17,19.5654
320,1.0,111,10000110000000001010111011010010010101111010111001011001011110000001101010110010010000001111010000110100111000000101100000001011110100000001001010101111111101010101001011000000101101000001111100011101110101101001101001000001101110100000101010110111110010001000000101001000101110010011000111011110110010011100011110111010,-8288.45,10000110000000001010111011010010010101111010111001011001011110000001101010110010010000001111010000110100111000000101100000001011110100000001001010101111111101010101001011000000101101000001111100011101110101101001101001000001101110100000101010110111110010001000000101001000101110010011000111011110110010011100011110111010,-8288.45,10.5044
321,1.0,111,010001111111101011010001000001011101101001110001100101111010001111101000101010011001111100101100001000011000111000010011101001010111111001111101101100011001101110111101000000110100001011001000110100111011100100101111100110110110001001100000011010010001100101101011011110010001101011011010000010011001100110001010110010110,-8309.71,010001111111101011010001000001011101101001110001100101111010001111101000101010011001111100101100001000011000111000010011101001010111111001111101101100011001101110111101000000110100001011001000110100111011100100101111100110110110001001100000011010010001100101101011011110010001101011011010000010011001100110001010110010110,-8309.71,11.1453
322,1.0,111,1001101000101000000010100111111001101100101101100000101110011011110001000110000100010000110111001101010101000101101111101011011011100100010111100001000010001001001000010000001101011111110110011000100011010110000110000010111000011000001001110010110010001111011010110100011001111000001110010011101000001100000100000000100110,-8311.18,1001101000101000000010100111111001101100101101100000101110011011110001000110000100010000110111001101010101000101101111101011011011100100010111100001000010001001001000010000001101011111110110011000100011010110000110000010111000011000001001110010110010001111011010110100011001111000001110010011101000001100000100000000100110,-8311.18,25.6479
323,1.0,111,00011101100011100010101111101000000011000010010111110000011010101100010010010000001011000010101010101010111001111011101101001101001110110111010011000010100100110111000000100111101011001100111011011110111111000000101101100111000110001010011101011111101101100011110010001101000000111100011011000100010110100110110101100011100,-8271.57,00011101100011100010101111101000000011000010010111110000011010101100010010010000001011000010101010101010111001111011101101001101001110110111010011000010100100110111000000100111101011001100111011011110111111000000101101100111000110001010011101011111101101100011110010001101000000111100011011000100010110100110110101100011100,-8271.57,13.1325
324,1.0,111,011000101010100000001000000101000001010000111010011010100000111100001111110100000010011100000000010100011001000011100000110111011110110110001010111101101001011010011000001001000100011101000010100010010001000001110000000011110010011110110000011010011001111111101100011010101101110001110100100110010010110111011000010000010011,-8306.14,011000101010100000001000000101000001010000111010011010100000111100001111110100000010011100000000010100011001000011100000110111011110110110001010111101101001011010011000001001000100011101000010100010010001000001110000000011110010011110110000011010011001111111101100011010101101110001110100100110010010110111011000010000010011,-8306.14,11.1777
325,1.0,111,0101110111110000101101010111010110000010111101001100101010111001101110100111011111111110011011001110110001111111111011100110001100010100101001111010011111011100101100101100010111101111010000101011011111010101001011001010011011101001110100100100011101011101010110110100101100000000111010110001000110111010110001011011110111010,-8276.25,0101110111110000101101010111010110000010111101001100101010111001101110100111011111111110011011001110110001111111111011100110001100010100101001111010011111011100101100101100010111101111010000101011011111010101001011001010011011101001110100100100011101011101010110110100101100000000111010110001000110111010110001011011110111010,-8276.25,10.0244
326,1.0,111,01011000111100011110010100111111110010100000010010010011100111101111111111101110011011110111001010001110111110010110001011101000100111100010010111011100111011001010010111101100100001100000010001111000000101100010100110000001101100001111001100000101011100001101000111100111101100000100111001010001010001100111011010100101010110,-8325.67,01011000111100011110010100111111110010100000010010010011100111101111111111101110011011110111001010001110111110010110001011101000100111100010010111011100111011001010010111101100100001100000010001111000000101100010100110000001101100001111001100000101011100001101000111100111101100000100111001010001010001100111011010100101010110,-8325.67,8.8439
327,1.0,111,100111110000111111111010001111000100111001110010001001010011011101010101010111010100000111000010001101111011000110110000100011011010100011001110010111110111111001111111100100000101000010111101101010111010100110011011100110010011000000110001100011001010101011000011111111001000100100010101101110101001011101011001110101100010001,-8338.25,100111110000111111111010001111000100111001110010001001010011011101010101010111010100000111000010001101111011000110110000100011011010100011001110010111110111111001111111100100000101000010111101101010111010100110011011100110010011000000110001100011001010101011000011111111001000100100010101101110101001011101011001110101100010001,-8338.25,12.0865
328,1.0,111,0101100101110001111101010110111110001010011000000010101010010011111001000100100011100110111100100000110011111011011010101111110100111111101100111000011101101110101010110001000000101011000111000011110111011111001010101101110100000001011010111001001100001010111100010001011101100010110111010001000111001011110000000011110100010100,-8375.47,0101100101110001111101010110111110001010011000000010101010010011111001000100100011100110111100100000110011111011011010101111110100111111101100111000011101101110101010110001000000101011000111000011110111011111001010101101110100000001011010111001001100001010111100010001011101100010110111010001000111001011110000000011110100010100,-8375.47,11.6336
329,1.0,111,11011011111101111011001011111010011010111101010000110101010011000110100001101011110011010100111100000110011111110000111001011100000000001010110100111100001100100001011011001111011101000000001000100100010001111111111011001000011011011010011101010110010000100010010001011011011010011010101011011110011011110101101000101111111001100,-8425.51,11011011111101111011001011111010011010111101010000110101010011000110100001101011110011010100111100000110011111110000111001011100000000001010110100111100001100100001011011001111011101000000001000100100010001111111111011001000011011011010011101010110010000100010010001011011011010011010101011011110011011110101101000101111111001100,-8425.51,14.1753
330,1.0,111,110110010111111110010100101010100000101111111111000010100100100000000110101001101001011110001110010110010001111101101001001001110000011010000011011101000101100110001011110101101101100100110101000001111000111011101011010001100010110100010010110001000100000000001110010110110011101010111100101001101111011111011001011110100001010111,-8377.12,110110010111111110010100101010100000101111111111000010100100100000000110101001101001011110001110010110010001111101101001001001110000011010000011011101000101100110001011110101101101100100110101000001111000111011101011010001100010110100010010110001000100000000001110010110110011101010111100101001101111011111011001011110100001010111,-8377.12,16.5123
331,1.0,111,1101110111011010101001101110001111101011001001010011110111110100010110010011001111011101110111110010100001101111000111110010000100001011011100000011100101101001010101111010111001010000100011000110111111010010010010110111110011111101110011011110011101111010000000000010001100111001000110010011001011010011001101111111110011101010101,-8415.12,1101110111011010101001101110001111101011001001010011110111110100010110010011001111011101110111110010100001101111000111110010000100001011011100000011100101101001010101111010111001010000100011000110111111010010010010110111110011111101110011011110011101111010000000000010001100111001000110010011001011010011001101111111110011101010101,-8415.12,22.5145
332,1.0,111,11011100110110011101011100100111110010111111000101110110101101010101010011111001010011011101101110111111000111111001111101101100001000001101111100011100001000001100111110101110101011011000011100000010110000100100111111110000101001011101110100100000000011000100000010010111011100011001110001110010111101001100010110110111110010000001,-8387.31,11011100110110011101011100100111110010111111000101110110101101010101010011111001010011011101101110111111000111111001111101101100001000001101111100011100001000001100111110101110101011011000011100000010110000100100111111110000101001011101110100100000000011000100000010010111011100011001110001110010111101001100010110110111110010000001,-8387.31,18.4624
333,1.0,111,111000000111111001100011110010111111000001011101110100011101011000011100010101011011000110000100000010110010100000111101101010110110000011010111100111100001010000010111111110001110010010010101001000001011011001000011011101100010011101101001011111100010010010101011000110101111110101101001011100100100110101100100101010011001100000101,-8403.67,111000000111111001100011110010111111000001011101110100011101011000011100010101011011000110000100000010110010100000111101101010110110000011010111100111100001010000010111111110001110010010010101001000001011011001000011011101100010011101101001011111100010010010101011000110101111110101101001011100100100110101100100101010011001100000101,-8403.67,12.9703
334,1.0,111,1101110011011110100000110110010110000011001100110110011110101001010100100111001001001100110110111110101010011111010110110100110110000001100000111001110000100010110111111100111010001101000000101010111111000001011010010010010111001001010101100101100001000001010000010100001001011011101110010100011000101100000000111010100001001101101011,-8392.1,1101110011011110100000110110010110000011001100110110011110101001010100100111001001001100110110111110101010011111010110110100110110000001100000111001110000100010110111111100111010001101000000101010111111000001011010010010010111001001010101100101100001000001010000010100001001011011101110010100011000101100000000111010100001001101101011,-8392.1,15.5048
335,1.0,111,00011001101000001111110010100010011011110111011010111100010011001110110010100000110111101011111100011001011001111101011000010001001111000010011001100101001100110010000101000110110100000100100000110110101101111010100101100100001000001000111101100111101111000011010101111001101110001000010010010000000011011001110001010000101011011010110,-8389.75,00011001101000001111110010100010011011110111011010111100010011001110110010100000110111101011111100011001011001111101011000010001001111000010011001100101001100110010000101000110110100000100100000110110101101111010100101100100001000001000111101100111101111000011010101111001101110001000010010010000000011011001110001010000101011011010110,-8389.75,12.4843
336,1.0,111,110111101101100010000010001111000100101000011000110101111011011100101111010101011110010100110001001100010001101100001100111001110011010011011111110111110000010011100111010100011110101011001110000110100111100011001000001100101000010100100111111010010001110011111001000101110100101101001110011111101111101110111111001011011010100100101011,-8434.4,110111101101100010000010001111000100101000011000110101111011011100101111010101011110010100110001001100010001101100001100111001110011010011011111110111110000010011100111010100011110101011001110000110100111100011001000001100101000010100100111111010010001110011111001000101110100101101001110011111101111101110111111001011011010100100101011,-8434.4,28.0682
337,1.0,111,1110011001110101011101111001101000110001110101010010000011111100011001001100100110011001011111101111010011101100101010110010111111111111011100001101101011111000000001000100111011011111100100011011011110000110110001001110000110111111101010100010111100100101001100000001111001110101001010101101111011111100100101101111011001011001001000110,-8513.51,1110011001110101011101111001101000110001110101010010000011111100011001001100100110011001011111101111010011101100101010110010111111111111011100001101101011111000000001000100111011011111100100011011011110000110110001001110000110111111101010100010111100100101001100000001111001110101001010101101111011111100100101101111011001011001001000110,-8513.51,17.7183
338,1.0,111,11011010011110011100001000101100010010110110000100110101100101010110111001010001010010011111101100010000010111110000111101110101101111010110100001011110001100010010011011010111111110101001011001110011100010001100101100110000100111010000011101101001000011100101000001011100010110110000111100111110010111010101001010101011111100000000101011,-8504.3,11011010011110011100001000101100010010110110000100110101100101010110111001010001010010011111101100010000010111110000111101110101101111010110100001011110001100010010011011010111111110101001011001110011100010001100101100110000100111010000011101101001000011100101000001011100010110110000111100111110010111010101001010101011111100000000101011,-8504.3,18.8375
339,1.0,111,000000111010100111101011100100011001010001110001000101101100001011011010101011101000110000110001000100001011001010000011111011010111100101001010011110110111101110010000101100100111111011000010100100010100110010011010110000110011101101110011110010001110100000001100000100011101000111111001000110001110100001011101010000111001011010111110110,-8515.44,000000111010100111101011100100011001010001110001000101101100001011011010101011101000110000110001000100001011001010000011111011010111100101001010011110110111101110010000101100100111111011000010100100010100110010011010110000110011101101110011110010001110100000001100000100011101000111111001000110001110100001011101010000111001011010111110110,-8515.44,16.0457
340,1.0,111,1001100111110011101000001110001000001001000110000101011111011110111011000110110000101111110000000000101111111011000110000100001000000100000001011000011110110111100001010110000010100011001001001011111010001111011010111101000011001101000011110000001100101100000011001001011000111010000110010100011101000010111110110010111011111011111111110101,-8538.43,1001100111110011101000001110001000001001000110000101011111011110111011000110110000101111110000000000101111111011000110000100001000000100000001011000011110110111100001010110000010100011001001001011111010001111011010111101000011001101000011110000001100101100000011001001011000111010000110010100011101000010111110110010111011111011111111110101,-8538.43,17.1834
341,1.0,111,11100110011110100010010111010000000100010000100101101000111100000010111111001000111000101101101100100001111111001010100101010000110010010000010100000000100001010001100111111101011000000011111011001100100111010110001011000001111101101001001110000011001011111011001010101010000101000001100000111010011001100010011000110011110100001110010001101,-8621.96,11100110011110100010010111010000000100010000100101101000111100000010111111001000111000101101101100100001111111001010100101010000110010010000010100000000100001010001100111111101011000000011111011001100100111010110001011000001111101101001001110000011001011111011001010101010000101000001100000111010011001100010011000110011110100001110010001101,-8621.96,21.8935
342,1.0,111,110110000111000110000100001011100110101000011101100011010001010111101101000011110110101110011100010110010000100100011101010010010010011110000010100110011000110100101101011010011101111011010101101010000110011001001011101011100101000110100110000111000110111101100000111101100110101011101111101000101011001111110001011011001010001100010101100111,-8609.17,110110000111000110000100001011100110101000011101100011010001010111101101000011110110101110011100010110010000100100011101010010010010011110000010100110011000110100101101011010011101111011010101101010000110011001001011101011100101000110100110000111000110111101100000111101100110101011101111101000101011001111110001011011001010001100010101100111,-8609.17,12.4984
343,1.0,111,1101110001010001111101001011100000001010111101111111110001111000011000111100000011001011101010101011111011111001010010111100101000011010101010001100010111010011011000100011011010000000111101101101001000101001010111100001101100110100000101011010110100101000000101100111101010000010100111101101101001100011111100111101000000101001010000111111101,-8555.24,1101110001010001111101001011100000001010111101111111110001111000011000111100000011001011101010101011111011111001010010111100101000011010101010001100010111010011011000100011011010000000111101101101001000101001010111100001101100110100000101011010110100101000000101100111101010000010100111101101101001100011111100111101000000101001010000111111101,-8555.24,14.3534
344,1.0,111,10100011001011111010110111011001101101000111011000100011110001001101011001001100000010100011111110000000101100101100101000001100011100010100010101100010000100101000100000001111000110100101001001011000100010000101000011100111111100110101101101111110111000000010010001001001110101110101011100110010100111110101101101111101110110011010101111011100,-8635.4,10100011001011111010110111011001101101000111011000100011110001001101011001001100000010100011111110000000101100101100101000001100011100010100010101100010000100101000100000001111000110100101001001011000100010000101000011100111111100110101101101111110111000000010010001001001110101110101011100110010100111110101101101111101110110011010101111011100,-8635.4,17.119
345,1.0,111,101001111010101011001001010101011011010001111010001111100000010111011010001010100111101100111101001000011101000001011000000000010101111001100001110011001101111110001110110011011100111100000111011101011001110001000010110010110010101101000011110100011001110101110101111111100101010100000101111110110011111001100111011001011101110111111110010011010,-8662.77,101001111010101011001001010101011011010001111010001111100000010111011010001010100111101100111101001000011101000001011000000000010101111001100001110011001101111110001110110011011100111100000111011101011001110001000010110010110010101101000011110100011001110101110101111111100101010100000101111110110011111001100111011001011101110111111110010011010,-8662.77,15.6823
346,1.0,111,1001100010000110111110001110001000001100011000000101001010100010011110000011000100111011010110001000101001110001000010000101011111100100001001100100001010001110111001010100110101100111100010011011001011010011010011010011100001110000000101110001001110000011101111100101100000101011101101011001101000100100100111000000100001101110011100100001111101,-8657.13,1001100010000110111110001110001000001100011000000101001010100010011110000011000100111011010110001000101001110001000010000101011111100100001001100100001010001110111001010100110101100111100010011011001011010011010011010011100001110000000101110001001110000011101111100101100000101011101101011001101000100100100111000000100001101110011100100001111101,-8657.13,13.2631
347,1.0,111,01011000111110111111001011101000011000000011100111011010101100000001110010100110001011011111010011001101111011011000011101001110110100101110100011011001001110000011100000011111001010110100011010100011011011010100101100110101000011011011011000101011011011010000011011101101101010000101101010011101010110000000010110101101101000011000011001010110101,-8663.47,01011000111110111111001011101000011000000011100111011010101100000001110010100110001011011111010011001101111011011000011101001110110100101110100011011001001110000011100000011111001010110100011010100011011011010100101100110101000011011011011000101011011011010000011011101101101010000101101010011101010110000000010110101101101000011000011001010110101,-8663.47,21.7149
348,1.0,111,100000011000111000001000010001011001110100101001010000000111111111011101000101101000111110100010110011011001001010110011000111010101110100110111111101010100000101000111111101100001001101000110001011000101100101101011010010110011001001110100101110111100000111110101100111111101100110100000011110110101101001110110000011010110111111011101110111000001,-8395.11,100000011000111000001000010001011001110100101001010000000111111111011101000101101000111110100010110011011001001010110011000111010101110100110111111101010100000101000111111101100001001101000110001011000101100101101011010010110011001001110100101110111100000111110101100111111101100110100000011110110101101001110110000011010110111111011101110111000001,-8395.11,13.684
349,1.0,111,1101100000000101001111001011101111000100010110001010100010111010001001111000111110101110101100000001101100110111111001111000110101100101000101010100001010010011011111000001000100011001001110100011110000100110011011101000000010111001110011110000000110110011100011100011100100101001110101111001101010011101001001010101100000100011011011011001100001101,-8550.36,1101100000000101001111001011101111000100010110001010100010111010001001111000111110101110101100000001101100110111111001111000110101100101000101010100001010010011011111000001000100011001001110100011110000100110011011101000000010111001110011110000000110110011100011100011100100101001110101111001101010011101001001010101100000100011011011011001100001101,-8550.36,12.8585
350,1.0,111,00000111100011110111101111001011111101101111010111001001001111000111010110100000010100010100111101100010101000000011010101001000100111100000000100000101011011110110111110101110000101010100111110100011011010100111111101000101000101101110001010100110110101010000011010100011001100110001010001100100010101111111011011001011010110110001111011010110011110,-8705.4,00000111100011110111101111001011111101101111010111001001001111000111010110100000010100010100111101100010101000000011010101001000100111100000000100000101011011110110111110101110000101010100111110100011011010100111111101000101000101101110001010100110110101010000011010100011001100110001010001100100010101111111011011001011010110110001111011010110011110,-8705.4,16.1841
351,1.0,111,001000110111110101000011000001011011101110101110001110011100000110000001110110110011010110101111010101011100110001101010011000010010000011111111111110101011001110011010110110011110100110011100011101100100010100100001101100110100011001000000111001010010011111010001101010001110010011111001100101010011000100101010001011111001010111111001101011010000001,-8794.47,001000110111110101000011000001011011101110101110001110011100000110000001110110110011010110101111010101011100110001101010011000010010000011111111111110101011001110011010110110011110100110011100011101100100010100100001101100110100011001000000111001010010011111010001101010001110010011111001100101010011000100101010001011111001010111111001101011010000001,-8794.47,11.9195
352,1.0,111,1010001000101010101110011100001110011110100000111110011000110100011011001000000010111010001010111100001010110010100110010001101010101111010001111011001010110100001011011000001000111110011100000101111001101110100101010001110000011010011000101001101111111110001001010101111100101111100101000111011001010010010010011100001101011011000101001001010101111111,-8875.97,1010001000101010101110011100001110011110100000111110011000110100011011001000000010111010001010111100001010110010100110010001101010101111010001111011001010110100001011011000001000111110011100000101111001101110100101010001110000011010011000101001101111111110001001010101111100101111100101000111011001010010010010011100001101011011000101001001010101111111,-8875.97,14.2694
353,1.0,111,01000110010101111000011001011101101011100111000001111010000011001110011011010101010010011011011100100010110111001101101011010001101101110011101011110000111011111111100101111000101111011001110010100001011001011100101010110011010011000110011011110001001100110101011111000001010100000011101010000001000000101010110101010010001010001101010101100000001000011,-8834.78,01000110010101111000011001011101101011100111000001111010000011001110011011010101010010011011011100100010110111001101101011010001101101110011101011110000111011111111100101111000101111011001110010100001011001011100101010110011010011000110011011110001001100110101011111000001010100000011101010000001000000101010110101010010001010001101010101100000001000011,-8834.78,13.1662
354,1.0,111,011110010111010110110111100110011100110100011111001000100111101000010000100000100001110000001010010110010011100110000101011111000100111110010011010001100001011000110000000100101010001111011010011110101010110100010110101101001001000111011101001001100101001010001101111111100010010001101011110110011100100010010110000101111001110000000100100000001011111000,-8805.35,011110010111010110110111100110011100110100011111001000100111101000010000100000100001110000001010010110010011100110000101011111000100111110010011010001100001011000110000000100101010001111011010011110101010110100010110101101001001000111011101001001100101001010001101111111100010010001101011110110011100100010010110000101111001110000000100100000001011111000,-8805.35,12.3464
355,1.0,111,1111111111011000111001010011111001001010001011101110101100111001000010001101100111000010111100111010000101101111111010100111101000000110101011000111110000100011010011101101000001101100111010101110101011110111010001111010010101100101100100011110011000000101011000101110010111011110110011100001001100010000010010110110001101001101111111001000111011100000010,-8860.3,1111111111011000111001010011111001001010001011101110101100111001000010001101100111000010111100111010000101101111111010100111101000000110101011000111110000100011010011101101000001101100111010101110101011110111010001111010010101100101100100011110011000000101011000101110010111011110110011100001001100010000010010110110001101001101111111001000111011100000010,-8860.3,32.1749
356,1.0,111,01011101111101010100001010110000010100011110101101011111110011000100110010011011000010011011000010111111010010111100011111111100011011111010110000011011001000100011011111110110101011010000010111111010010111000011101110000110100001110001110101001010010001101000010111110111110010000100101011011101101010001101011101100010101110100011011011100000100110100100,-8940.34,01011101111101010100001010110000010100011110101101011111110011000100110010011011000010011011000010111111010010111100011111111100011011111010110000011011001000100011011111110110101011010000010111111010010111000011101110000110100001110001110101001010010001101000010111110111110010000100101011011101101010001101011101100010101110100011011011100000100110100100,-8940.34,49.2707
357,1.0,111,101000110010011111011100111000111010001110000111000010011111010011111011000100111010101100010101100101100001001001111100110010101001001001000010000101000111110110000011000001110001111011110111011011110100111111010000010111111110000011100011100101101110000110110000111111110011010110001000101001100001111000011111100111001001110110101000000000011110101111111,-8912.17,101000110010011111011100111000111010001110000111000010011111010011111011000100111010101100010101100101100001001001111100110010101001001001000010000101000111110110000011000001110001111011110111011011110100111111010000010111111110000011100011100101101110000110110000111111110011010110001000101001100001111000011111100111001001110110101000000000011110101111111,-8912.17,22.6038
358,1.0,111,0011111101011000011100010111011001110100000100101011001110101000000001110000001001110100000011110110000011101101110000000011110000100111001010010100100111101101111011000110100010100100101111110101101101111110010101010010010110110011100001101111001000001011011000011100010010001110101000111001010001010011111000101111000101001000010101100100100011101010000000,-8923.83,0011111101011000011100010111011001110100000100101011001110101000000001110000001001110100000011110110000011101101110000000011110000100111001010010100100111101101111011000110100010100100101111110101101101111110010101010010010110110011100001101111001000001011011000011100010010001110101000111001010001010011111000101111000101001000010101100100100011101010000000,-8923.83,19.9161
359,1.0,111,01011011011100101101000101101111101101000001010111011100101111011110101010000010110000000001010111000101011110011010110000001011010010001100110011101000101001010000101101011111100010001011001110001111101001111101111100100001011111110101010000010101001110000101000100110000101000100000010101011000111011011111001001111011010100001111101000000000111100110011001,-8889.31,01011011011100101101000101101111101101000001010111011100101111011110101010000010110000000001010111000101011110011010110000001011010010001100110011101000101001010000101101011111100010001011001110001111101001111101111100100001011111110101010000010101001110000101000100110000101000100000010101011000111011011111001001111011010100001111101000000000111100110011001,-8889.31,16.5811
360,1.0,111,110000001010110000011110010011111000111010101001111011101001111100000010100101111011001101001000010111000010010000001110011101110010111100101111100110111000000000000110010100110001111101001100001001011111001010111100000011000101000111101000010110011011110001101111101001111011000101000100011110100011011001100000011101000111011111111101111011011111101110111011,-8895.54,110000001010110000011110010011111000111010101001111011101001111100000010100101111011001101001000010111000010010000001110011101110010111100101111100110111000000000000110010100110001111101001100001001011111001010111100000011000101000111101000010110011011110001101111101001111011000101000100011110100011011001100000011101000111011111111101111011011111101110111011,-8895.54,27.0304
361,1.0,111,0011111100000001001110010010010001001010101110000110111100001011110000000000110101111100100010010010000010100011000100101010110101000000101010001100110101011000111110011111000100010110011110011001010111011000101000011000110001101000101000010011000011010010111010000110101011111111011110111001110010100100000101110111110010001100000100100011101110000010001001010,-8986.56,0011111100000001001110010010010001001010101110000110111100001011110000000000110101111100100010010010000010100011000100101010110101000000101010001100110101011000111110011111000100010110011110011001010111011000101000011000110001101000101000010011000011010010111010000110101011111111011110111001110010100100000101110111110010001100000100100011101110000010001001010,-8986.56,26.5006
362,1.0,111,10100101000001001101111001010101111010101001000101000000101011010010010111010001110000100001010000011000101101000011000000000010001011111100000101010101101001011101001011011111110101010111100000001110110110010001011000001000001101001101101011111000111101110101000000000010010111111001111101011010101010000101101000011011011001010001100000000010100111011100101011,-8986.32,10100101000001001101111001010101111010101001000101000000101011010010010111010001110000100001010000011000101101000011000000000010001011111100000101010101101001011101001011011111110101010111100000001110110110010001011000001000001101001101101011111000111101110101000000000010010111111001111101011010101010000101101000011011011001010001100000000010100111011100101011,-8986.32,15.4492
363,1.0,111,001001001010110110011010000001111010111010100001100010010011111000110010110001100101000101001100011111000011010001111100010010001000101001011010000011000001011000000101100111111101110111001000001101010111001010100000000010001111110101101011111100011001110101111010001110101001011110010010011010001110101000000001111100101111010111011010100000111111110110010100111,-8992.81,001001001010110110011010000001111010111010100001100010010011111000110010110001100101000101001100011111000011010001111100010010001000101001011010000011000001011000000101100111111101110111001000001101010111001010100000000010001111110101101011111100011001110101111010001110101001011110010010011010001110101000000001111100101111010111011010100000111111110110010100111,-8992.81,16.5186
364,1.0,111,0001111100100000000110011111101000111001011010101001101011110010011111110011010110001100100011011000000111000011010100111001001101110000111011101101101111001010011011110010110010101010001101100100000100110110000011110101111110101011000111001101100011110101101011000010001010101001111111001000000000010011111100101011111001001110100000110100011011101100000010101111,-8989.25,0001111100100000000110011111101000111001011010101001101011110010011111110011010110001100100011011000000111000011010100111001001101110000111011101101101111001010011011110010110010101010001101100100000100110110000011110101111110101011000111001101100011110101101011000010001010101001111111001000000000010011111100101011111001001110100000110100011011101100000010101111,-8989.25,16.4362
